,Tag_Used,Year,Month,Tag_Count
918671,google-chrome-extension,2011,11,1577
918672,google-chrome-extension,2011,12,1734
918673,google-chrome-extension,2012,1,1933
918674,google-chrome-extension,2012,2,2097
918675,google-chrome-extension,2012,3,2279
918676,google-chrome-extension,2012,4,2461
918677,google-chrome-extension,2012,5,2648
918678,google-chrome-extension,2012,6,2813
918679,google-chrome-extension,2012,7,3039
918680,google-chrome-extension,2012,8,3246
918681,google-chrome-extension,2012,9,3416
918682,google-chrome-extension,2012,10,3581
918683,google-chrome-extension,2012,11,3811
918684,google-chrome-extension,2012,12,4021
918685,google-chrome-extension,2013,1,4216
918686,google-chrome-extension,2013,2,4403
918687,google-chrome-extension,2013,3,4626
918688,google-chrome-extension,2013,4,4822
918689,google-chrome-extension,2013,5,5052
918690,google-chrome-extension,2013,6,5275
918691,google-chrome-extension,2013,7,5518
918692,google-chrome-extension,2013,8,5788
918693,google-chrome-extension,2013,9,5975
918694,google-chrome-extension,2013,10,6198
918695,google-chrome-extension,2013,11,6413
918696,google-chrome-extension,2013,12,6641
918697,google-chrome-extension,2014,1,6890
918698,google-chrome-extension,2014,2,7128
918699,google-chrome-extension,2014,3,7392
918700,google-chrome-extension,2014,4,7623
918701,google-chrome-extension,2014,5,7851
918702,google-chrome-extension,2014,6,8056
918703,google-chrome-extension,2014,7,8296
918704,google-chrome-extension,2014,8,8517
918705,google-chrome-extension,2014,9,8750
918706,google-chrome-extension,2014,10,8983
918707,google-chrome-extension,2014,11,9142
918708,google-chrome-extension,2014,12,9313
918709,google-chrome-extension,2015,1,9566
918710,google-chrome-extension,2015,2,9754
918711,google-chrome-extension,2015,3,9990
918712,google-chrome-extension,2015,4,10204
918713,google-chrome-extension,2015,5,10431
918714,google-chrome-extension,2015,6,10662
918715,google-chrome-extension,2015,7,10897
918716,google-chrome-extension,2015,8,11095
918717,google-chrome-extension,2015,9,11316
918718,google-chrome-extension,2015,10,11563
918719,google-chrome-extension,2015,11,11798
918720,google-chrome-extension,2015,12,11987
918721,google-chrome-extension,2016,1,12234
918722,google-chrome-extension,2016,2,12493
918723,google-chrome-extension,2016,3,12781
918724,google-chrome-extension,2016,4,13029
918725,google-chrome-extension,2016,5,13292
918726,google-chrome-extension,2016,6,13572
918727,google-chrome-extension,2016,7,13815
918728,google-chrome-extension,2016,8,14034
918729,google-chrome-extension,2016,9,14223
918730,google-chrome-extension,2016,10,14388
918731,google-chrome-extension,2016,11,14588
918732,google-chrome-extension,2016,12,14786
918733,google-chrome-extension,2017,1,14976
918734,google-chrome-extension,2017,2,15169
918735,google-chrome-extension,2017,3,15368
918736,google-chrome-extension,2017,4,15559
918737,google-chrome-extension,2017,5,15787
918738,google-chrome-extension,2017,6,15946
918739,google-chrome-extension,2017,7,16131
918740,google-chrome-extension,2017,8,16311
918741,google-chrome-extension,2017,9,16506
918742,google-chrome-extension,2017,10,16655
918743,google-chrome-extension,2017,11,16865
918744,google-chrome-extension,2017,12,17078
918745,google-chrome-extension,2018,1,17307
918746,google-chrome-extension,2018,2,17494
918747,google-chrome-extension,2018,3,17683
918748,google-chrome-extension,2018,4,17901
918749,google-chrome-extension,2018,5,18091
918750,google-chrome-extension,2018,6,18291
918751,google-chrome-extension,2018,7,18472
918752,google-chrome-extension,2018,8,18672
918753,google-chrome-extension,2018,9,18851
918754,google-chrome-extension,2018,10,19039
918755,google-chrome-extension,2018,11,19207
918756,google-chrome-extension,2018,12,19357
918757,google-chrome-extension,2019,1,19526
918758,google-chrome-extension,2019,2,19712
918759,google-chrome-extension,2019,3,19935
918760,google-chrome-extension,2019,4,20127
918761,google-chrome-extension,2019,5,20303
918762,google-chrome-extension,2019,6,20468
918763,google-chrome-extension,2019,7,20658
918764,google-chrome-extension,2019,8,20810
918765,google-chrome-extension,2019,9,20983
918766,google-chrome-extension,2019,10,21160
918767,google-chrome-extension,2019,11,21317
918768,google-chrome-extension,2019,12,21465
918769,google-chrome-extension,2020,1,21644
918770,google-chrome-extension,2020,2,21821
918771,google-chrome-extension,2020,3,22092
918772,google-chrome-extension,2020,4,22388
918773,google-chrome-extension,2020,5,22702
918774,google-chrome-extension,2020,6,22993
918775,google-chrome-extension,2020,7,23261
918776,google-chrome-extension,2020,8,23552
918777,google-chrome-extension,2020,9,23793
918778,google-chrome-extension,2020,10,24002
918779,google-chrome-extension,2020,11,24231
918780,google-chrome-extension,2020,12,24476
918781,google-chrome-extension,2021,1,24764
918782,google-chrome-extension,2021,2,25049
920399,google-cloud-datastore,2009,1,2
920400,google-cloud-datastore,2009,2,5
920401,google-cloud-datastore,2009,3,9
920402,google-cloud-datastore,2009,4,16
920403,google-cloud-datastore,2009,5,22
920404,google-cloud-datastore,2009,6,37
920405,google-cloud-datastore,2009,7,56
920406,google-cloud-datastore,2009,8,68
920407,google-cloud-datastore,2009,9,74
920408,google-cloud-datastore,2009,10,89
920409,google-cloud-datastore,2009,11,102
920410,google-cloud-datastore,2009,12,117
920411,google-cloud-datastore,2010,1,143
920412,google-cloud-datastore,2010,2,172
920413,google-cloud-datastore,2010,3,210
920414,google-cloud-datastore,2010,4,244
920415,google-cloud-datastore,2010,5,273
920416,google-cloud-datastore,2010,6,321
920417,google-cloud-datastore,2010,7,357
920418,google-cloud-datastore,2010,8,398
920419,google-cloud-datastore,2010,9,422
920420,google-cloud-datastore,2010,10,474
920421,google-cloud-datastore,2010,11,525
920422,google-cloud-datastore,2010,12,563
920423,google-cloud-datastore,2011,1,612
920424,google-cloud-datastore,2011,2,661
920425,google-cloud-datastore,2011,3,703
920426,google-cloud-datastore,2011,4,738
920427,google-cloud-datastore,2011,5,778
920428,google-cloud-datastore,2011,6,816
920429,google-cloud-datastore,2011,7,864
920430,google-cloud-datastore,2011,8,915
920431,google-cloud-datastore,2011,9,969
920432,google-cloud-datastore,2011,10,1014
920433,google-cloud-datastore,2011,11,1051
920434,google-cloud-datastore,2011,12,1080
920435,google-cloud-datastore,2012,1,1138
920436,google-cloud-datastore,2012,2,1197
920437,google-cloud-datastore,2012,3,1246
920438,google-cloud-datastore,2012,4,1322
920439,google-cloud-datastore,2012,5,1392
920440,google-cloud-datastore,2012,6,1453
920441,google-cloud-datastore,2012,7,1526
920442,google-cloud-datastore,2012,8,1599
920443,google-cloud-datastore,2012,9,1659
920444,google-cloud-datastore,2012,10,1734
920445,google-cloud-datastore,2012,11,1800
920446,google-cloud-datastore,2012,12,1845
920447,google-cloud-datastore,2013,1,1924
920448,google-cloud-datastore,2013,2,1989
920449,google-cloud-datastore,2013,3,2084
920450,google-cloud-datastore,2013,4,2165
920451,google-cloud-datastore,2013,5,2244
920452,google-cloud-datastore,2013,6,2327
920453,google-cloud-datastore,2013,7,2403
920454,google-cloud-datastore,2013,8,2450
920455,google-cloud-datastore,2013,9,2508
920456,google-cloud-datastore,2013,10,2563
920457,google-cloud-datastore,2013,11,2620
920458,google-cloud-datastore,2013,12,2688
920459,google-cloud-datastore,2014,1,2758
920460,google-cloud-datastore,2014,2,2817
920461,google-cloud-datastore,2014,3,2912
920462,google-cloud-datastore,2014,4,3015
920463,google-cloud-datastore,2014,5,3085
920464,google-cloud-datastore,2014,6,3154
920465,google-cloud-datastore,2014,7,3244
920466,google-cloud-datastore,2014,8,3335
920467,google-cloud-datastore,2014,9,3410
920468,google-cloud-datastore,2014,10,3504
920469,google-cloud-datastore,2014,11,3575
920470,google-cloud-datastore,2014,12,3643
920471,google-cloud-datastore,2015,1,3730
920472,google-cloud-datastore,2015,2,3809
920473,google-cloud-datastore,2015,3,3906
920474,google-cloud-datastore,2015,4,4000
920475,google-cloud-datastore,2015,5,4063
920476,google-cloud-datastore,2015,6,4127
920477,google-cloud-datastore,2015,7,4176
920478,google-cloud-datastore,2015,8,4254
920479,google-cloud-datastore,2015,9,4302
920480,google-cloud-datastore,2015,10,4366
920481,google-cloud-datastore,2015,11,4406
920482,google-cloud-datastore,2015,12,4456
920483,google-cloud-datastore,2016,1,4556
920484,google-cloud-datastore,2016,2,4615
920485,google-cloud-datastore,2016,3,4660
920486,google-cloud-datastore,2016,4,4740
920487,google-cloud-datastore,2016,5,4793
920488,google-cloud-datastore,2016,6,4857
920489,google-cloud-datastore,2016,7,4897
920490,google-cloud-datastore,2016,8,4953
920491,google-cloud-datastore,2016,9,5007
920492,google-cloud-datastore,2016,10,5079
920493,google-cloud-datastore,2016,11,5157
920494,google-cloud-datastore,2016,12,5216
920495,google-cloud-datastore,2017,1,5252
920496,google-cloud-datastore,2017,2,5303
920497,google-cloud-datastore,2017,3,5365
920498,google-cloud-datastore,2017,4,5416
920499,google-cloud-datastore,2017,5,5478
920500,google-cloud-datastore,2017,6,5522
920501,google-cloud-datastore,2017,7,5577
920502,google-cloud-datastore,2017,8,5635
920503,google-cloud-datastore,2017,9,5684
920504,google-cloud-datastore,2017,10,5722
920505,google-cloud-datastore,2017,11,5778
920506,google-cloud-datastore,2017,12,5829
920507,google-cloud-datastore,2018,1,5876
920508,google-cloud-datastore,2018,2,5936
920509,google-cloud-datastore,2018,3,5989
920510,google-cloud-datastore,2018,4,6032
920511,google-cloud-datastore,2018,5,6087
920512,google-cloud-datastore,2018,6,6131
920513,google-cloud-datastore,2018,7,6176
920514,google-cloud-datastore,2018,8,6227
920515,google-cloud-datastore,2018,9,6279
920516,google-cloud-datastore,2018,10,6321
920517,google-cloud-datastore,2018,11,6356
920518,google-cloud-datastore,2018,12,6390
920519,google-cloud-datastore,2019,1,6429
920520,google-cloud-datastore,2019,2,6464
920521,google-cloud-datastore,2019,3,6499
920522,google-cloud-datastore,2019,4,6523
920523,google-cloud-datastore,2019,5,6546
920524,google-cloud-datastore,2019,6,6569
920525,google-cloud-datastore,2019,7,6589
920526,google-cloud-datastore,2019,8,6609
920527,google-cloud-datastore,2019,9,6636
920528,google-cloud-datastore,2019,10,6672
920529,google-cloud-datastore,2019,11,6690
920530,google-cloud-datastore,2019,12,6709
920531,google-cloud-datastore,2020,1,6742
920532,google-cloud-datastore,2020,2,6768
920533,google-cloud-datastore,2020,3,6804
920534,google-cloud-datastore,2020,4,6837
920535,google-cloud-datastore,2020,5,6855
920536,google-cloud-datastore,2020,6,6878
920537,google-cloud-datastore,2020,7,6890
920538,google-cloud-datastore,2020,8,6909
920539,google-cloud-datastore,2020,9,6929
920540,google-cloud-datastore,2020,10,6943
920541,google-cloud-datastore,2020,11,6950
920542,google-cloud-datastore,2020,12,6961
920543,google-cloud-datastore,2021,1,6972
920544,google-cloud-datastore,2021,2,6983
920870,google-cloud-firestore,2016,5,1
920871,google-cloud-firestore,2017,7,2
920872,google-cloud-firestore,2017,9,3
920873,google-cloud-firestore,2017,10,443
920874,google-cloud-firestore,2017,11,772
920875,google-cloud-firestore,2017,12,1048
920876,google-cloud-firestore,2018,1,1435
920877,google-cloud-firestore,2018,2,1781
920878,google-cloud-firestore,2018,3,2185
920879,google-cloud-firestore,2018,4,2586
920880,google-cloud-firestore,2018,5,3003
920881,google-cloud-firestore,2018,6,3431
920882,google-cloud-firestore,2018,7,3869
920883,google-cloud-firestore,2018,8,4378
920884,google-cloud-firestore,2018,9,4866
920885,google-cloud-firestore,2018,10,5274
920886,google-cloud-firestore,2018,11,5707
920887,google-cloud-firestore,2018,12,6069
920888,google-cloud-firestore,2019,1,6575
920889,google-cloud-firestore,2019,2,7094
920890,google-cloud-firestore,2019,3,7642
920891,google-cloud-firestore,2019,4,8208
920892,google-cloud-firestore,2019,5,8770
920893,google-cloud-firestore,2019,6,9317
920894,google-cloud-firestore,2019,7,9867
920895,google-cloud-firestore,2019,8,10466
920896,google-cloud-firestore,2019,9,11016
920897,google-cloud-firestore,2019,10,11625
920898,google-cloud-firestore,2019,11,12263
920899,google-cloud-firestore,2019,12,12836
920900,google-cloud-firestore,2020,1,13490
920901,google-cloud-firestore,2020,2,14095
920902,google-cloud-firestore,2020,3,14921
920903,google-cloud-firestore,2020,4,16169
920904,google-cloud-firestore,2020,5,17484
920905,google-cloud-firestore,2020,6,18684
920906,google-cloud-firestore,2020,7,19732
920907,google-cloud-firestore,2020,8,20804
920908,google-cloud-firestore,2020,9,21605
920909,google-cloud-firestore,2020,10,22386
920910,google-cloud-firestore,2020,11,23149
920911,google-cloud-firestore,2020,12,23847
920912,google-cloud-firestore,2021,1,24690
920913,google-cloud-firestore,2021,2,25533
920914,google-cloud-functions,2016,2,3
920915,google-cloud-functions,2016,4,4
920916,google-cloud-functions,2016,5,5
920917,google-cloud-functions,2016,7,6
920918,google-cloud-functions,2016,8,7
920919,google-cloud-functions,2016,10,10
920920,google-cloud-functions,2016,11,11
920921,google-cloud-functions,2016,12,13
920922,google-cloud-functions,2017,2,18
920923,google-cloud-functions,2017,3,155
920924,google-cloud-functions,2017,4,309
920925,google-cloud-functions,2017,5,449
920926,google-cloud-functions,2017,6,586
920927,google-cloud-functions,2017,7,732
920928,google-cloud-functions,2017,8,888
920929,google-cloud-functions,2017,9,1000
920930,google-cloud-functions,2017,10,1148
920931,google-cloud-functions,2017,11,1312
920932,google-cloud-functions,2017,12,1524
920933,google-cloud-functions,2018,1,1773
920934,google-cloud-functions,2018,2,1974
920935,google-cloud-functions,2018,3,2207
920936,google-cloud-functions,2018,4,2459
920937,google-cloud-functions,2018,5,2728
920938,google-cloud-functions,2018,6,2962
920939,google-cloud-functions,2018,7,3209
920940,google-cloud-functions,2018,8,3457
920941,google-cloud-functions,2018,9,3718
920942,google-cloud-functions,2018,10,3942
920943,google-cloud-functions,2018,11,4195
920944,google-cloud-functions,2018,12,4422
920945,google-cloud-functions,2019,1,4673
920946,google-cloud-functions,2019,2,4918
920947,google-cloud-functions,2019,3,5162
920948,google-cloud-functions,2019,4,5397
920949,google-cloud-functions,2019,5,5698
920950,google-cloud-functions,2019,6,5940
920951,google-cloud-functions,2019,7,6218
920952,google-cloud-functions,2019,8,6486
920953,google-cloud-functions,2019,9,6762
920954,google-cloud-functions,2019,10,7047
920955,google-cloud-functions,2019,11,7342
920956,google-cloud-functions,2019,12,7602
920957,google-cloud-functions,2020,1,7857
920958,google-cloud-functions,2020,2,8145
920959,google-cloud-functions,2020,3,8501
920960,google-cloud-functions,2020,4,8923
920961,google-cloud-functions,2020,5,9415
920962,google-cloud-functions,2020,6,9819
920963,google-cloud-functions,2020,7,10208
920964,google-cloud-functions,2020,8,10574
920965,google-cloud-functions,2020,9,10897
920966,google-cloud-functions,2020,10,11191
920967,google-cloud-functions,2020,11,11470
920968,google-cloud-functions,2020,12,11734
920969,google-cloud-functions,2021,1,12023
920970,google-cloud-functions,2021,2,12286
921321,google-cloud-messaging,2010,10,1
921322,google-cloud-messaging,2011,10,2
921323,google-cloud-messaging,2011,11,3
921324,google-cloud-messaging,2012,5,4
921325,google-cloud-messaging,2012,6,13
921326,google-cloud-messaging,2012,7,128
921327,google-cloud-messaging,2012,8,200
921328,google-cloud-messaging,2012,9,293
921329,google-cloud-messaging,2012,10,376
921330,google-cloud-messaging,2012,11,439
921331,google-cloud-messaging,2012,12,511
921332,google-cloud-messaging,2013,1,588
921333,google-cloud-messaging,2013,2,662
921334,google-cloud-messaging,2013,3,749
921335,google-cloud-messaging,2013,4,828
921336,google-cloud-messaging,2013,5,926
921337,google-cloud-messaging,2013,6,1008
921338,google-cloud-messaging,2013,7,1115
921339,google-cloud-messaging,2013,8,1218
921340,google-cloud-messaging,2013,9,1312
921341,google-cloud-messaging,2013,10,1393
921342,google-cloud-messaging,2013,11,1465
921343,google-cloud-messaging,2013,12,1564
921344,google-cloud-messaging,2014,1,1651
921345,google-cloud-messaging,2014,2,1774
921346,google-cloud-messaging,2014,3,1882
921347,google-cloud-messaging,2014,4,2005
921348,google-cloud-messaging,2014,5,2106
921349,google-cloud-messaging,2014,6,2186
921350,google-cloud-messaging,2014,7,2300
921351,google-cloud-messaging,2014,8,2413
921352,google-cloud-messaging,2014,9,2494
921353,google-cloud-messaging,2014,10,2584
921354,google-cloud-messaging,2014,11,2681
921355,google-cloud-messaging,2014,12,2790
921356,google-cloud-messaging,2015,1,2898
921357,google-cloud-messaging,2015,2,3004
921358,google-cloud-messaging,2015,3,3109
921359,google-cloud-messaging,2015,4,3212
921360,google-cloud-messaging,2015,5,3312
921361,google-cloud-messaging,2015,6,3503
921362,google-cloud-messaging,2015,7,3671
921363,google-cloud-messaging,2015,8,3885
921364,google-cloud-messaging,2015,9,4064
921365,google-cloud-messaging,2015,10,4237
921366,google-cloud-messaging,2015,11,4394
921367,google-cloud-messaging,2015,12,4544
921368,google-cloud-messaging,2016,1,4722
921369,google-cloud-messaging,2016,2,4921
921370,google-cloud-messaging,2016,3,5105
921371,google-cloud-messaging,2016,4,5297
921372,google-cloud-messaging,2016,5,5525
921373,google-cloud-messaging,2016,6,5742
921374,google-cloud-messaging,2016,7,5888
921375,google-cloud-messaging,2016,8,6025
921376,google-cloud-messaging,2016,9,6145
921377,google-cloud-messaging,2016,10,6234
921378,google-cloud-messaging,2016,11,6314
921379,google-cloud-messaging,2016,12,6369
921380,google-cloud-messaging,2017,1,6428
921381,google-cloud-messaging,2017,2,6490
921382,google-cloud-messaging,2017,3,6542
921383,google-cloud-messaging,2017,4,6594
921384,google-cloud-messaging,2017,5,6620
921385,google-cloud-messaging,2017,6,6654
921386,google-cloud-messaging,2017,7,6692
921387,google-cloud-messaging,2017,8,6724
921388,google-cloud-messaging,2017,9,6753
921389,google-cloud-messaging,2017,10,6778
921390,google-cloud-messaging,2017,11,6803
921391,google-cloud-messaging,2017,12,6825
921392,google-cloud-messaging,2018,1,6847
921393,google-cloud-messaging,2018,2,6867
921394,google-cloud-messaging,2018,3,6896
921395,google-cloud-messaging,2018,4,6918
921396,google-cloud-messaging,2018,5,6948
921397,google-cloud-messaging,2018,6,6971
921398,google-cloud-messaging,2018,7,6986
921399,google-cloud-messaging,2018,8,7003
921400,google-cloud-messaging,2018,9,7016
921401,google-cloud-messaging,2018,10,7029
921402,google-cloud-messaging,2018,11,7046
921403,google-cloud-messaging,2018,12,7057
921404,google-cloud-messaging,2019,1,7085
921405,google-cloud-messaging,2019,2,7107
921406,google-cloud-messaging,2019,3,7124
921407,google-cloud-messaging,2019,4,7141
921408,google-cloud-messaging,2019,5,7149
921409,google-cloud-messaging,2019,6,7153
921410,google-cloud-messaging,2019,7,7162
921411,google-cloud-messaging,2019,8,7170
921412,google-cloud-messaging,2019,9,7173
921413,google-cloud-messaging,2019,10,7181
921414,google-cloud-messaging,2019,11,7184
921415,google-cloud-messaging,2019,12,7190
921416,google-cloud-messaging,2020,1,7199
921417,google-cloud-messaging,2020,2,7206
921418,google-cloud-messaging,2020,3,7215
921419,google-cloud-messaging,2020,4,7222
921420,google-cloud-messaging,2020,5,7230
921421,google-cloud-messaging,2020,6,7233
921422,google-cloud-messaging,2020,7,7239
921423,google-cloud-messaging,2020,8,7240
921424,google-cloud-messaging,2020,9,7244
921425,google-cloud-messaging,2020,10,7248
921426,google-cloud-messaging,2020,11,7251
921427,google-cloud-messaging,2020,12,7254
921428,google-cloud-messaging,2021,1,7260
921429,google-cloud-messaging,2021,2,7262
921660,google-cloud-platform,2009,5,1
921661,google-cloud-platform,2009,7,2
921662,google-cloud-platform,2010,5,3
921663,google-cloud-platform,2011,7,4
921664,google-cloud-platform,2011,11,5
921665,google-cloud-platform,2012,1,7
921666,google-cloud-platform,2012,7,9
921667,google-cloud-platform,2012,8,10
921668,google-cloud-platform,2012,12,11
921669,google-cloud-platform,2013,5,13
921670,google-cloud-platform,2013,6,16
921671,google-cloud-platform,2013,7,18
921672,google-cloud-platform,2013,8,19
921673,google-cloud-platform,2013,9,20
921674,google-cloud-platform,2013,10,21
921675,google-cloud-platform,2013,11,22
921676,google-cloud-platform,2014,1,28
921677,google-cloud-platform,2014,2,40
921678,google-cloud-platform,2014,3,56
921679,google-cloud-platform,2014,4,76
921680,google-cloud-platform,2014,5,93
921681,google-cloud-platform,2014,6,109
921682,google-cloud-platform,2014,7,128
921683,google-cloud-platform,2014,8,142
921684,google-cloud-platform,2014,9,163
921685,google-cloud-platform,2014,10,187
921686,google-cloud-platform,2014,11,219
921687,google-cloud-platform,2014,12,267
921688,google-cloud-platform,2015,1,301
921689,google-cloud-platform,2015,2,333
921690,google-cloud-platform,2015,3,389
921691,google-cloud-platform,2015,4,436
921692,google-cloud-platform,2015,5,478
921693,google-cloud-platform,2015,6,559
921694,google-cloud-platform,2015,7,627
921695,google-cloud-platform,2015,8,687
921696,google-cloud-platform,2015,9,755
921697,google-cloud-platform,2015,10,847
921698,google-cloud-platform,2015,11,919
921699,google-cloud-platform,2015,12,981
921700,google-cloud-platform,2016,1,1061
921701,google-cloud-platform,2016,2,1153
921702,google-cloud-platform,2016,3,1277
921703,google-cloud-platform,2016,4,1395
921704,google-cloud-platform,2016,5,1503
921705,google-cloud-platform,2016,6,1618
921706,google-cloud-platform,2016,7,1735
921707,google-cloud-platform,2016,8,1870
921708,google-cloud-platform,2016,9,2016
921709,google-cloud-platform,2016,10,2185
921710,google-cloud-platform,2016,11,2348
921711,google-cloud-platform,2016,12,2484
921712,google-cloud-platform,2017,1,2653
921713,google-cloud-platform,2017,2,2834
921714,google-cloud-platform,2017,3,3084
921715,google-cloud-platform,2017,4,3307
921716,google-cloud-platform,2017,5,3570
921717,google-cloud-platform,2017,6,3866
921718,google-cloud-platform,2017,7,4122
921719,google-cloud-platform,2017,8,4411
921720,google-cloud-platform,2017,9,4677
921721,google-cloud-platform,2017,10,4960
921722,google-cloud-platform,2017,11,5259
921723,google-cloud-platform,2017,12,5507
921724,google-cloud-platform,2018,1,5852
921725,google-cloud-platform,2018,2,6268
921726,google-cloud-platform,2018,3,6739
921727,google-cloud-platform,2018,4,7171
921728,google-cloud-platform,2018,5,7639
921729,google-cloud-platform,2018,6,8096
921730,google-cloud-platform,2018,7,8607
921731,google-cloud-platform,2018,8,9140
921732,google-cloud-platform,2018,9,9667
921733,google-cloud-platform,2018,10,10237
921734,google-cloud-platform,2018,11,10809
921735,google-cloud-platform,2018,12,11371
921736,google-cloud-platform,2019,1,11960
921737,google-cloud-platform,2019,2,12478
921738,google-cloud-platform,2019,3,13023
921739,google-cloud-platform,2019,4,13511
921740,google-cloud-platform,2019,5,14009
921741,google-cloud-platform,2019,6,14576
921742,google-cloud-platform,2019,7,15119
921743,google-cloud-platform,2019,8,15673
921744,google-cloud-platform,2019,9,16258
921745,google-cloud-platform,2019,10,16944
921746,google-cloud-platform,2019,11,17587
921747,google-cloud-platform,2019,12,18203
921748,google-cloud-platform,2020,1,18892
921749,google-cloud-platform,2020,2,19532
921750,google-cloud-platform,2020,3,20242
921751,google-cloud-platform,2020,4,21062
921752,google-cloud-platform,2020,5,21977
921753,google-cloud-platform,2020,6,22759
921754,google-cloud-platform,2020,7,23606
921755,google-cloud-platform,2020,8,24360
921756,google-cloud-platform,2020,9,25078
921757,google-cloud-platform,2020,10,25781
921758,google-cloud-platform,2020,11,26404
921759,google-cloud-platform,2020,12,27051
921760,google-cloud-platform,2021,1,27734
921761,google-cloud-platform,2021,2,28460
925322,google-drive-api,2011,3,1
925323,google-drive-api,2012,1,2
925324,google-drive-api,2012,3,3
925325,google-drive-api,2012,4,72
925326,google-drive-api,2012,5,152
925327,google-drive-api,2012,6,216
925328,google-drive-api,2012,7,358
925329,google-drive-api,2012,8,525
925330,google-drive-api,2012,9,658
925331,google-drive-api,2012,10,807
925332,google-drive-api,2012,11,955
925333,google-drive-api,2012,12,1102
925334,google-drive-api,2013,1,1284
925335,google-drive-api,2013,2,1415
925336,google-drive-api,2013,3,1569
925337,google-drive-api,2013,4,1763
925338,google-drive-api,2013,5,1890
925339,google-drive-api,2013,6,2036
925340,google-drive-api,2013,7,2205
925341,google-drive-api,2013,8,2356
925342,google-drive-api,2013,9,2491
925343,google-drive-api,2013,10,2613
925344,google-drive-api,2013,11,2745
925345,google-drive-api,2013,12,2839
925346,google-drive-api,2014,1,2989
925347,google-drive-api,2014,2,3113
925348,google-drive-api,2014,3,3283
925349,google-drive-api,2014,4,3443
925350,google-drive-api,2014,5,3626
925351,google-drive-api,2014,6,3761
925352,google-drive-api,2014,7,3903
925353,google-drive-api,2014,8,4016
925354,google-drive-api,2014,9,4132
925355,google-drive-api,2014,10,4249
925356,google-drive-api,2014,11,4383
925357,google-drive-api,2014,12,4478
925358,google-drive-api,2015,1,4600
925359,google-drive-api,2015,2,4710
925360,google-drive-api,2015,3,4809
925361,google-drive-api,2015,4,4965
925362,google-drive-api,2015,5,5074
925363,google-drive-api,2015,6,5180
925364,google-drive-api,2015,7,5292
925365,google-drive-api,2015,8,5397
925366,google-drive-api,2015,9,5488
925367,google-drive-api,2015,10,5575
925368,google-drive-api,2015,11,5666
925369,google-drive-api,2015,12,5737
925370,google-drive-api,2016,1,5855
925371,google-drive-api,2016,2,5972
925372,google-drive-api,2016,3,6099
925373,google-drive-api,2016,4,6243
925374,google-drive-api,2016,5,6378
925375,google-drive-api,2016,6,6487
925376,google-drive-api,2016,7,6611
925377,google-drive-api,2016,8,6716
925378,google-drive-api,2016,9,6816
925379,google-drive-api,2016,10,6921
925380,google-drive-api,2016,11,7019
925381,google-drive-api,2016,12,7112
925382,google-drive-api,2017,1,7217
925383,google-drive-api,2017,2,7316
925384,google-drive-api,2017,3,7461
925385,google-drive-api,2017,4,7560
925386,google-drive-api,2017,5,7674
925387,google-drive-api,2017,6,7774
925388,google-drive-api,2017,7,7877
925389,google-drive-api,2017,8,7990
925390,google-drive-api,2017,9,8093
925391,google-drive-api,2017,10,8189
925392,google-drive-api,2017,11,8279
925393,google-drive-api,2017,12,8366
925394,google-drive-api,2018,1,8478
925395,google-drive-api,2018,2,8581
925396,google-drive-api,2018,3,8685
925397,google-drive-api,2018,4,8773
925398,google-drive-api,2018,5,8880
925399,google-drive-api,2018,6,8959
925400,google-drive-api,2018,7,9056
925401,google-drive-api,2018,8,9142
925402,google-drive-api,2018,9,9223
925403,google-drive-api,2018,10,9336
925404,google-drive-api,2018,11,9424
925405,google-drive-api,2018,12,9501
925406,google-drive-api,2019,1,9602
925407,google-drive-api,2019,2,9684
925408,google-drive-api,2019,3,9764
925409,google-drive-api,2019,4,9839
925410,google-drive-api,2019,5,9920
925411,google-drive-api,2019,6,10021
925412,google-drive-api,2019,7,10111
925413,google-drive-api,2019,8,10195
925414,google-drive-api,2019,9,10289
925415,google-drive-api,2019,10,10395
925416,google-drive-api,2019,11,10514
925417,google-drive-api,2019,12,10620
925418,google-drive-api,2020,1,10737
925419,google-drive-api,2020,2,10862
925420,google-drive-api,2020,3,10994
925421,google-drive-api,2020,4,11159
925422,google-drive-api,2020,5,11309
925423,google-drive-api,2020,6,11453
925424,google-drive-api,2020,7,11597
925425,google-drive-api,2020,8,11763
925426,google-drive-api,2020,9,11881
925427,google-drive-api,2020,10,12001
925428,google-drive-api,2020,11,12124
925429,google-drive-api,2020,12,12235
925430,google-drive-api,2021,1,12349
925431,google-drive-api,2021,2,12480
929176,google-maps,2009,1,12
929177,google-maps,2009,2,32
929178,google-maps,2009,3,61
929179,google-maps,2009,4,93
929180,google-maps,2009,5,144
929181,google-maps,2009,6,196
929182,google-maps,2009,7,272
929183,google-maps,2009,8,331
929184,google-maps,2009,9,393
929185,google-maps,2009,10,474
929186,google-maps,2009,11,562
929187,google-maps,2009,12,637
929188,google-maps,2010,1,769
929189,google-maps,2010,2,895
929190,google-maps,2010,3,1052
929191,google-maps,2010,4,1211
929192,google-maps,2010,5,1382
929193,google-maps,2010,6,1552
929194,google-maps,2010,7,1748
929195,google-maps,2010,8,1961
929196,google-maps,2010,9,2135
929197,google-maps,2010,10,2340
929198,google-maps,2010,11,2553
929199,google-maps,2010,12,2757
929200,google-maps,2011,1,2957
929201,google-maps,2011,2,3202
929202,google-maps,2011,3,3516
